obs_names,predicted_labels,majority_voting
Oetjen_2018.W:2009,Tcm/Naive helper T cells,CD16+ NK cells
Oetjen_2018.R:2004,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM4_pos:420,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:3920,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:2061,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM6_pos:4248,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:3065,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mgus9:1359,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:6571,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mgus8:213,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_neg:4226,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:8398,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:1390,Regulatory T cells,Regulatory T cells
Foster_2024.MM5_pos:15107,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:1917,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM6:204,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.B:535,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMl-3:93,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:3333,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_pos:2524,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:3447,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.W:1260,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.G:240,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM5_pos:4118,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:3338,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD3_pos:9118,CD16+ NK cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_neg:983,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:781,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:662,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM4_pos:2518,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.E:957,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:4019,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_neg:2095,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:3188,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus3:171,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20181219-T:1582,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Liu_2021.58408_SMM:2734,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:1398,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:3649,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus11:1408,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:4228,CRTAM+ gamma-delta T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD1_pos:1315,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM5_pos:5583,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:6070,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:587,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_pos:5530,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM3:2907,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:5411,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMh-9:248,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_neg:2405,MAIT cells,MAIT cells
Foster_2024.SMM13_pos:6637,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMh-7:418,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:9038,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T1:5009,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD3_neg:796,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:3829,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:8022,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:1016,NK cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_neg:1783,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_neg:861,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD3_pos:2541,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.H:583,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:1600,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mm4:1341,MAIT cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:3571,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:1239,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM8:11,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:958,Regulatory T cells,Regulatory T cells
Foster_2024.SMM4_pos:1328,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:8303,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T1:2123,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:10920,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:7487,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:4872,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.C_T1_S1:348,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM3_neg:1837,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd6:818,NK cells,NK cells
Oetjen_2018.H:2248,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:1752,Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T1:1241,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells
Foster_2024.MM6_pos:1232,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM2_pos:6136,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:2602,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM1_pos:8314,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.58408_SMM:1739,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:10717,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.NBM-11:85,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.HD3_pos:1115,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:9136,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD3_pos:4692,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:1809,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.C_T1_S2:266,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:3141,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM3_pos:288,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus6:927,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:10212,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.R:1092,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:8512,Regulatory T cells,Regulatory T cells
Foster_2024.SMM13_pos:8070,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:11319,Regulatory T cells,Regulatory T cells
Foster_2024.SMM1_pos:576,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:8834,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T1:406,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.T:1396,MAIT cells,MAIT cells
Foster_2024.MM6_pos:2015,Regulatory T cells,Regulatory T cells
Foster_2024.SMM9_neg:459,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190122-T:2261,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:6938,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_pos:2266,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.77570_Primary:2536,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:3988,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:1068,Tcm/Naive helper T cells,Regulatory T cells
Oetjen_2018.K:235,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.T:1963,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.P:90,Tem/Effector helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:1336,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM4_neg:2712,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM12_pos:6569,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells
Bailur_2019.mgus12:309,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_pos:1542,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD3_pos:7952,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:5383,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:2340,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:4126,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM2_pos:3739,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:6297,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd8:779,Type 1 helper T cells,Type 1 helper T cells
Foster_2024.SMM6_pos:4691,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:656,NK cells,NK cells
Oetjen_2018.B:873,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.NBM-8:167,MAIT cells,MAIT cells
Foster_2024.SMM2_neg:1257,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20181219-T:1182,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:8358,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:10463,NK cells,NK cells
Foster_2024.MM4_pos:4709,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-P:2400,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:3459,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:11293,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus3:1171,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:1319,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:2186,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20181219-T:2755,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:2322,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells
Zheng_2021.P20190122-P:2377,Tem/Temra cytotoxic T cells,CD16+ NK cells
Oetjen_2018.M:356,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:5349,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:4512,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM11_pos:6655,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:2589,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:325,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:3482,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM10_neg:1968,MAIT cells,MAIT cells
Foster_2024.MM7_pos:8597,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus3:725,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:11152,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM10_pos:1056,Type 1 helper T cells,Type 1 helper T cells
Foster_2024.SMM11_pos:2227,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.47491_SMM:685,MAIT cells,MAIT cells
Zheng_2021.P20190322-T:1395,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190122-T:3161,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM4_pos:7491,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:3346,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Oetjen_2018.K:3937,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd8:509,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_neg:3621,Regulatory T cells,Regulatory T cells
Kfoury_2021.BMM5:681,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus1:810,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus12:1570,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd5:435,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM3_neg:601,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.S_T2:4203,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:2783,Treg(diff),Treg(diff)
Foster_2024.SMM7_pos:929,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.37692_Primary:2827,Monocytes,Monocytes
Foster_2024.SMM1_pos:261,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus7:39,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:836,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:432,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.U:2911,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:2511,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:8592,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:8182,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:8221,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.R:950,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:9158,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM5_pos:13957,Type 17 helper T cells,Type 17 helper T cells
Oetjen_2018.S_T2:4526,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:3432,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_neg:1544,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:4950,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:10236,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.37692_Primary:9,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:7016,Regulatory T cells,Regulatory T cells
Bailur_2019.hd8:605,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_neg:1448,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_neg:1834,MAIT cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:6199,Type 1 helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_neg:3394,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_pos:171,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD1_pos:4061,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.MGUS-1:740,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:2252,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:9043,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:3537,Regulatory T cells,Regulatory T cells
Granja_2019.BMMC_D1T2:1101,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM6_neg:1838,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:5852,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:2901,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:1861,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus13:691,Tem/Effector helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus8:191,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-P:165,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM10_neg:4231,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM5_pos:5211,CD16+ NK cells,CD16+ NK cells
Oetjen_2018.S_T1:2213,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:4390,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:2964,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.R:920,NK cells,NK cells
Foster_2024.SMM7_pos:2065,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:8615,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:7329,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:125,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.W:735,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.NBM-10:392,Follicular helper T cells,Follicular helper T cells
Liu_2021.37692_Primary:2948,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:6954,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.R:273,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM6_pos:6498,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.U:3004,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus7:1086,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mm4:1010,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD1_pos:4449,NK cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:7089,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM9:1470,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.M:1471,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_neg:2313,CRTAM+ gamma-delta T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_neg:387,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd8:1526,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_pos:4201,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:2619,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM7_pos:2137,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.U:991,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus8:8,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:2196,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:7439,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.O:110,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.37692_Primary:1410,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:4930,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:2646,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:5842,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.SMMl-2:367,NK cells,NK cells
Foster_2024.SMM11_pos:8450,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:7887,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_pos:918,Tem/Effector helper T cells,MAIT cells
Foster_2024.MM7_pos:739,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM10_neg:3974,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:1972,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.B:764,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:1361,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:1672,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:7554,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:3022,Regulatory T cells,Regulatory T cells
Bailur_2019.mgus4:624,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:7990,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM14_pos:845,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:8087,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM9_pos:6769,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM4_pos:4300,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM8_pos:1512,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM6_pos:1176,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd6:296,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:5119,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.W:2845,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:2704,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:2297,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:4033,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:10748,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM11_pos:4016,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM10_pos:1331,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM3_pos:1311,Tem/Temra cytotoxic T cells,CD16+ NK cells
Zheng_2021.P20190122-T:3313,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.N:2038,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMl-1:378,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM8:275,Trm cytotoxic T cells,Trm cytotoxic T cells
Foster_2024.SMM4_pos:4823,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM8:1138,Treg(diff),Treg(diff)
Foster_2024.MM6_pos:2057,Tem/Trm cytotoxic T cells,Regulatory T cells
Zheng_2021.P20190322-P:1394,CD16+ NK cells,CD16+ NK cells
Foster_2024.MM4_pos:8489,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_neg:1674,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM2_pos:2103,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.SMMh-3:357,CD16+ NK cells,CD16+ NK cells
Bailur_2019.hd2:344,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:1637,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:6594,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.47491_SMM:735,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:4936,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:954,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM8_pos:9044,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.G:265,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM8_pos:2210,Tcm/Naive helper T cells,Tcm/Naive helper T cells
