"pt","raw_clonotype_id","CD8A","nonvir10_UCell","exp"
"PT16","clonotype2",1.46220128821677,0.251633333333333,FALSE
"PT16","clonotype15",1.30738882810045,0.605533333333333,FALSE
"PT16","clonotype222",0,0.4034,FALSE
"PT16","clonotype13",0,0.3202,TRUE
"PT16","clonotype12",2.07293375875512,0.297766666666667,FALSE
"PT16","clonotype72",2.30290229840376,0.230333333333333,FALSE
"PT16","clonotype390",0.7496670827527,0.526266666666667,FALSE
"PT16","clonotype1",0,0.382166666666667,FALSE
"PT16","clonotype613",0,0.0851333333333333,FALSE
"PT16","clonotype478",1.84907317299443,0.506733333333333,FALSE
"PT16","clonotype58",0,0.416866666666667,FALSE
"PT16","clonotype38",2.10825492182545,0.6243,FALSE
"PT16","clonotype1",0.822087289336431,0.5075,FALSE
"PT16","clonotype2",0,0.451166666666667,FALSE
"PT16","clonotype55",0,0.1648,FALSE
"PT16","clonotype117",2.07136100827422,0.285666666666667,FALSE
"PT16","clonotype475",1.97436542975064,0.793233333333333,FALSE
"PT16","clonotype14",1.50096159993086,0.591866666666667,FALSE
"PT16","clonotype125",2.67236917996282,0.512666666666667,FALSE
"PT16","clonotype228",1.46701783145247,0.152233333333333,FALSE
"PT16","clonotype577",0,0.5706,FALSE
"PT16","clonotype41",1.09308731763472,0.5489,FALSE
"PT16","clonotype382",0,0.230633333333333,FALSE
"PT16","clonotype360",0,0.0839333333333333,FALSE
"PT16","clonotype14",0,0.2921,FALSE
"PT16","clonotype1",2.15992166037867,0.3281,FALSE
"PT16","clonotype31",0,0.329,FALSE
"PT16","clonotype798",1.64126896868085,0.293466666666667,FALSE
"PT16","clonotype3",2.00285989580033,0.471633333333333,FALSE
"PT16","clonotype188",1.12285489550944,0.3218,FALSE
"PT16","clonotype10",1.11390873158953,0.200866666666667,FALSE
"PT16","clonotype11",1.78249070415707,0.1393,FALSE
"PT16","clonotype3",2.41571883772622,0.581633333333333,FALSE
"PT16","clonotype4",0,0.4618,FALSE
"PT16","clonotype49",0,0.297333333333333,FALSE
"PT16","clonotype24",1.47162554617594,0.329766666666667,FALSE
"PT16","clonotype8",2.26291089102682,0.1659,FALSE
"PT16","clonotype597",0,0.240766666666667,FALSE
"PT16","clonotype18",0,0.471633333333333,FALSE
"PT16","clonotype7",2.22702496309194,0.420466666666667,FALSE
"PT16","clonotype38",1.98511868016364,0.495333333333333,FALSE
"PT16","clonotype209",0,0.611833333333333,FALSE
"PT16","clonotype481",0,0.0742333333333334,FALSE
"PT16","clonotype107",2.0912229440782,0.340966666666667,FALSE
"PT16","clonotype5",0,0.3256,FALSE
"PT16","clonotype664",0.861760871642254,0.259766666666667,FALSE
"PT16","clonotype50",2.57654528693991,0.5544,FALSE
"PT16","clonotype2",2.11813438831751,0.588366666666667,FALSE
"PT16","clonotype57",2.95099814878331,0.237366666666667,FALSE
"PT16","clonotype381",0.874248683770312,0.685666666666667,FALSE
"PT16","clonotype535",0,0.125533333333333,FALSE
"PT16","clonotype150",0,0.2159,FALSE
"PT16","clonotype16",1.70341533310401,0.417866666666667,FALSE
"PT16","clonotype34",2.24142559452719,0.2666,FALSE
"PT16","clonotype61",1.06175547032499,0.6318,FALSE
"PT16","clonotype671",2.27634617145603,0.335,FALSE
"PT16","clonotype4",0,0.460733333333333,FALSE
"PT16","clonotype662",0,0.215533333333333,FALSE
"PT16","clonotype27",2.31691776494443,0.160466666666667,FALSE
"PT16","clonotype396",0,0.643033333333333,FALSE
"PT16","clonotype499",0,0.2392,FALSE
"PT16","clonotype3",1.43654152891818,0.3234,FALSE
"PT16","clonotype605",0,0.402666666666667,FALSE
"PT16","clonotype13",0,0.388966666666667,TRUE
"PT16","clonotype708",0,0.391333333333333,FALSE
"PT16","clonotype84",2.17194231487188,0.179733333333333,FALSE
"PT16","clonotype1",0.793773709847093,0.6168,FALSE
"PT16","clonotype2",2.78426838115223,0.422133333333333,FALSE
"PT16","clonotype76",1.19245847358134,0.3924,FALSE
"PT16","clonotype71",1.09179690329611,0.460433333333333,FALSE
"PT16","clonotype459",0.90751591317517,0.432033333333333,FALSE
"PT16","clonotype622",0,0.131266666666667,FALSE
"PT16","clonotype36",1.80128331630173,0.408,FALSE
"PT16","clonotype12",0,0.4868,FALSE
"PT16","clonotype66",1.73039478777593,0.536733333333333,FALSE
"PT16","clonotype2",1.47659154233422,0.4897,FALSE
"PT16","clonotype2",2.21713632152038,0.479,FALSE
"PT16","clonotype7",0,0.539933333333333,FALSE
"PT16","clonotype1",0.989570972326002,0.171333333333333,FALSE
"PT16","clonotype72",1.77276924949658,0.374366666666667,FALSE
"PT16","clonotype5",0,0.270066666666667,FALSE
"PT16","clonotype6",0.926705400507954,0.301266666666667,FALSE
"PT16","clonotype272",0,0.337133333333333,FALSE
