"donor_id","chain","clone_id","hit","annot"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-15","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-2515","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-23","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2897","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-15","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-23","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1037","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1037","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-147","1match1clus","EBV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-69","1match1clus","EBV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-147","1match1clus","EBV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-69","1match1clus","EBV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-72","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-100","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-72","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-100","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-1073","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-1074","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-1075","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-1076","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-190","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-29","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-112","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1269","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1271","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-46","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.HD1-273","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-190","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-29","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-3675","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-3676","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-47","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-112","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-25","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-46","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-503","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM10-426","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM10-427","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM13-158","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM5-163","2match","CMV"
"Foster_2024.SMM1","TRA","MH8919179-142","2match","CMV"
"Foster_2024.SMM1","TRA","MH8919179-28","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3419","1match1clus","CMV"
"Foster_2024.SMM1","TRA","MH8919176-50","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-472","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3419","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-64","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-110","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-64","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-110","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3217","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-3066","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3218","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MGUS1-3827","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-3066","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3217","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3218","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-47","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1266","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-25","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM10-427","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM13-158","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM5-163","2match","CMV"
"Foster_2024.SMM1","TRB","MH8919179-28","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.HD1-254","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1370","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1370","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-503","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM10-426","2match","CMV"
"Foster_2024.SMM1","TRB","MM-P20190322_C000826:1","2match","CMV"
"Foster_2024.SMM1","TRB","MM-P20190322_C001631:1","2match","CMV"
"Foster_2024.SMM1","TRB","MM-P20190322_C001632:2","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-162","1match1clus","CMV"
"Foster_2024.SMM1","TRB",NA,"1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-295","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-169","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-295","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-169","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1358","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1358","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM13-3321","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM6-627","1match1clus","CMV"
"Foster_2024.SMM1","TRA",NA,"1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.HD3-4140","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-158","2match","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM5-959","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-158","2match","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1311","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM5-237","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1311","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3679","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3679","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2502","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM4-2692","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2502","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.HD2-6541","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2463","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2463","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.HD3-114","1match1clus","EBV"
"Foster_2024.SMM1","TRB",NA,"1match1clus","EBV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-386","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-386","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3036","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3036","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-198","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-198","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3145","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3145","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-384","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-384","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-66","1match1clus","EBV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-116","1match1clus","EBV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1740","1match1clus","EBV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-66","1match1clus","EBV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-116","1match1clus","EBV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2865","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2865","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM11-262","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-889","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-889","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-3292","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3421","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-3292","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3421","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1475","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1475","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3230","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3230","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-65","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1725","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2116","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-99","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM13-3324","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-65","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2116","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-99","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-370","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-618","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-370","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-618","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1317","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1317","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1945","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1945","1match1clus","CMV"
"Foster_2024.SMM1","TRA","BGCV13_CV0934-1436","1match1clus","CMV"
"Foster_2024.SMM1","TRA","MH8919178-1671","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1417","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1526","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM7-2861","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1526","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-178","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM12-3198","1match1clus","CMV"
"Foster_2024.SMM1","TRA","MM-P20190122_C002876:2","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1510","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1510","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM5-121","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1337","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1337","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3115","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3222","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3115","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3442","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3442","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2119","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2119","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1123","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1123","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2837","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2837","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2491","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2491","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1913","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1913","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM4-3887","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-3014","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM5-244","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-3014","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.MM4-1643","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-1845","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.MM4-1643","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-1845","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM1-2836","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM11-1401","1match1clus","CMV"
"Foster_2024.SMM1","TRA","Foster_2024.SMM8-4910","1match1clus","CMV"
"Foster_2024.SMM1","TRB","Foster_2024.SMM1-2836","1match1clus","CMV"
"Foster_2024.SMM2","TRB",NA,"1match1clus","EBV"
"Foster_2024.SMM2","TRA","Foster_2024.MGUS1-1306","1match1clus","EBV"
"Foster_2024.SMM2","TRA","Foster_2024.MGUS1-339","1match1clus","EBV"
"Foster_2024.SMM2","TRA","Foster_2024.MM6-1869","1match1clus","EBV"
"Foster_2024.HD1","TRA","Foster_2024.SMM13-691","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM13-692","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-6","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM5-69","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM13-691","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM13-692","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-6","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM5-69","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-224","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-224","1match1clus","CMV"
"Foster_2024.HD1","TRA","Conde_2022.637C-180","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-23","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-23","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-331","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-331","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-380","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM11-7734","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-380","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-378","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-378","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-226","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-226","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-151","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-151","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM2-3253","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM4-4630","1match1clus","CMV"
"Foster_2024.HD1","TRB","Foster_2024.SMM14-397","1match1clus","CMV"
"Foster_2024.HD1","TRA","Foster_2024.SMM14-397","1match1clus","CMV"
"Foster_2024.HD2","TRA","Foster_2024.HD2-2988","1match1clus","SARS-CoV-2"
"Foster_2024.HD2","TRB","Foster_2024.HD2-2988","1match1clus","SARS-CoV-2"
"Foster_2024.HD2","TRA","Foster_2024.HD2-1583","1match1clus","InfluenzaA"
"Foster_2024.HD2","TRA","Foster_2024.MM6-3171","1match1clus","InfluenzaA"
"Foster_2024.HD2","TRB","Foster_2024.HD2-1583","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.HD3-114","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-1076","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-1077","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-114","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-385","2match","SARS-CoV-2"
"Foster_2024.HD3","TRA","Foster_2024.HD3-385","2match","SARS-CoV-2"
"Foster_2024.HD3","TRB","MH8919178-2066","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.HD2-5926","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.SMM13-40","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.SMM13-662","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.SMM5-26","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.SMM5-5234","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","MH8919178-2066","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","MH8919332-2745","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.HD3-229","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-229","2match","EBV"
"Foster_2024.HD3","TRB","Foster_2024.HD3-4903","1match1clus","InfluenzaA"
"Foster_2024.HD3","TRA","Foster_2024.HD3-4903","1match1clus","InfluenzaA"
"Foster_2024.MM5","TRA",NA,"2match","SARS-CoV-2"
"Foster_2024.MM5","TRB","Foster_2024.MM5-1069","2match","SARS-CoV-2"
"Foster_2024.MM5","TRB","Foster_2024.MM5-1071","2match","SARS-CoV-2"
"Foster_2024.MM6","TRB","Foster_2024.MM6-1854","2match","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MM6-1854","2match","EBV"
"Foster_2024.MM6","TRB","Foster_2024.MM6-1869","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MGUS1-1306","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MGUS1-339","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MM6-1869","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.HD3-114","2match","EBV"
"Foster_2024.MM6","TRB","Foster_2024.HD3-229","2match","EBV"
"Foster_2024.MM6","TRB","Foster_2024.MM6-658","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MM6-655","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MM6-658","1match1clus","EBV"
"Foster_2024.MM6","TRA","Foster_2024.MM7-906","1match1clus","EBV"
"Foster_2024.MM6","TRA","MH8919178-420","1match1clus","EBV"
"Foster_2024.MM6","TRA","MH8919283-647","1match1clus","EBV"
"Foster_2024.MM6","TRB","Foster_2024.MM6-655","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM4-688","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-66","1match1clus","EBV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-66","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-17","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3384","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3386","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3387","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3388","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3389","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3390","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.SMM12-3810","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-17","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-2565","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-2565","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-109","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-109","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.SMM8-4402","1match1clus","CMV"
"Foster_2024.MM7","TRA","MM-P20181219_C000061:1","1match1clus","CMV"
"Foster_2024.MM7","TRA","MM-P20190122_C000162:1","1match1clus","CMV"
"Foster_2024.MM7","TRA","MM-P20190122_C001089:1","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-65","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM4-3637","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-65","1match1clus","CMV"
"Foster_2024.MM7","TRA","BGCV02_CV0902-778","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-1001","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-1001","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM6-655","1match1clus","EBV"
"Foster_2024.MM7","TRA","Foster_2024.MM6-658","1match1clus","EBV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-906","1match1clus","EBV"
"Foster_2024.MM7","TRA","MH8919178-420","1match1clus","EBV"
"Foster_2024.MM7","TRA","MH8919283-647","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-738","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-906","1match1clus","EBV"
"Foster_2024.MM7","TRB","MH8919283-647","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-927","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.HD2-5186","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-927","1match1clus","CMV"
"Foster_2024.MM7","TRA","MH8919332-2273","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3675","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-3675","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3080","2match","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-3080","2match","CMV"
"Foster_2024.MM7","TRA","Maura_2023.PT32-clonotype2297","2match","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-193","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-193","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-1116","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.SMM5-1120","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-1116","1match1clus","CMV"
"Foster_2024.MM7","TRA","BGCV01_CV0904-3410","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-652","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-652","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-4262","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-4262","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-50","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-50","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-2575","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-2575","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.SMM1-3070","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.SMM6-98","1match1clus","CMV"
"Foster_2024.MM7","TRB",NA,"1match1clus","EBV"
"Foster_2024.MM7","TRA",NA,"1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-2601","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-2601","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-4305","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-4305","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-102","2match","EBV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-102","2match","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-5691","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-5691","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-3680","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-3680","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-217","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-217","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-2936","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-2936","1match1clus","EBV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-597","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-597","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-392","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-392","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-4976","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-4976","1match1clus","CMV"
"Foster_2024.MM7","TRB","Foster_2024.MM7-2920","1match1clus","CMV"
"Foster_2024.MM7","TRA","Foster_2024.MM7-2920","1match1clus","CMV"
