obs_names,subclus,leiden_recl
Zavidij_2020.MM-6:187,Treg,2
Zavidij_2020.SMMh-6:12,Treg,0
Zavidij_2020.SMMh-6:39,Treg,0
Zavidij_2020.SMMh-6:105,Treg,2
Zavidij_2020.SMMh-6:122,Treg,0
Zavidij_2020.SMMh-6:161,Treg,2
Zavidij_2020.SMMh-6:314,Treg,0
Zavidij_2020.SMMh-6:335,Treg,0
Zavidij_2020.SMMh-6:343,Treg,0
Zavidij_2020.SMMh-6:373,Treg,0
Zavidij_2020.SMMh-6:444,Treg,2
Zavidij_2020.SMMh-6:466,Treg,0
Zavidij_2020.SMMh-6:473,Treg,4
Zavidij_2020.SMMh-6:528,Treg,0
Zavidij_2020.SMMh-6:542,Treg,2
Zavidij_2020.SMMh-6:561,Treg,0
Zavidij_2020.SMMh-6:602,Treg,0
Zavidij_2020.SMMh-6:615,Treg,0
Zavidij_2020.SMMh-6:642,Treg,0
Zavidij_2020.SMMh-6:840,Treg,4
Zavidij_2020.SMMh-6:847,Treg,0
Zavidij_2020.SMMh-6:873,Treg,4
Zavidij_2020.NBM-2:40,Treg,2
Zavidij_2020.NBM-2:170,Treg,2
Zavidij_2020.NBM-2:213,Treg,2
Zavidij_2020.NBM-2:373,Treg,2
Zavidij_2020.MM-3:100,Treg,4
Zavidij_2020.MM-3:161,Treg,0
Zavidij_2020.MM-3:206,Treg,2
Zavidij_2020.MM-3:289,Treg,0
Zavidij_2020.MM-3:396,Treg,2
Zavidij_2020.MM-3:690,Treg,0
Zavidij_2020.MM-3:987,Treg,2
Zavidij_2020.MM-3:1439,Treg,2
Zavidij_2020.MGUS-2:60,Treg,0
Zavidij_2020.SMMl-3:104,Treg,0
Zavidij_2020.SMMl-3:149,Treg,0
Zavidij_2020.SMMl-3:159,Treg,0
Zavidij_2020.SMMh-8:23,Treg,0
Zavidij_2020.SMMh-8:56,Treg,0
Zavidij_2020.SMMh-8:157,Treg,0
Zavidij_2020.SMMh-8:212,Treg,2
Zavidij_2020.MGUS-6:23,Treg,4
Zavidij_2020.MGUS-6:49,Treg,2
Zavidij_2020.MGUS-6:60,Treg,0
Zavidij_2020.MGUS-6:65,Treg,0
Zavidij_2020.MGUS-6:73,Treg,0
Zavidij_2020.MGUS-6:88,Treg,2
Zavidij_2020.SMMl-2:196,Treg,2
Zavidij_2020.SMMl-2:317,Treg,2
Zavidij_2020.SMMl-2:325,Treg,0
Zavidij_2020.SMMl-2:361,Treg,2
Zavidij_2020.SMMl-2:418,Treg,0
Zavidij_2020.SMMl-2:451,Treg,2
Zavidij_2020.SMMl-2:551,Treg,2
Zavidij_2020.SMMl-2:677,Treg,2
Zavidij_2020.SMMl-2:784,Treg,2
Zavidij_2020.SMMl-2:791,Treg,2
Zavidij_2020.SMMl-2:798,Treg,2
Zavidij_2020.MM-7:2,Treg,0
Zavidij_2020.MM-7:25,Treg,0
Zavidij_2020.MM-7:34,Treg,0
Zavidij_2020.MM-7:50,Treg,0
Zavidij_2020.MM-7:60,Treg,0
Zavidij_2020.MM-7:119,Treg,0
Zavidij_2020.MM-7:139,Treg,0
Zavidij_2020.MM-7:170,Treg,0
Zavidij_2020.MM-7:183,Treg,2
Zavidij_2020.MM-7:195,Treg,0
Zavidij_2020.MM-7:230,Treg,0
Zavidij_2020.MM-7:245,Treg,0
Zavidij_2020.MM-7:311,Treg,0
Zavidij_2020.MM-7:371,Treg,2
Zavidij_2020.MM-7:403,Treg,0
Zavidij_2020.MM-7:435,Treg,0
Zavidij_2020.MM-7:464,Treg,0
Zavidij_2020.MM-7:476,Treg,0
Zavidij_2020.MM-7:504,Treg,0
Zavidij_2020.MM-7:539,Treg,0
Zavidij_2020.MM-7:544,Treg,0
Zavidij_2020.MM-7:642,Treg,2
Zavidij_2020.MM-7:701,Treg,2
Zavidij_2020.MM-4:52,Treg,0
Zavidij_2020.MM-4:136,Treg,0
Zavidij_2020.MM-4:137,Treg,0
Zavidij_2020.MM-4:142,Treg,4
Zavidij_2020.MM-4:187,Treg,0
Zavidij_2020.MM-4:322,Treg,2
Zavidij_2020.MM-4:377,Treg,0
Zavidij_2020.MM-4:392,Treg,0
Zavidij_2020.MM-4:414,Treg,0
Zavidij_2020.MM-4:518,Treg,0
Zavidij_2020.MM-4:672,Treg,0
Zavidij_2020.MM-4:673,Treg,0
Zavidij_2020.MM-4:762,Treg,2
Zavidij_2020.MM-4:832,Treg,0
Kfoury_2021.BMM4:22,Treg,2
Kfoury_2021.BMM4:27,Treg,2
Kfoury_2021.BMM4:30,Treg,2
Kfoury_2021.BMM4:34,Treg,2
Kfoury_2021.BMM4:87,Treg,0
Kfoury_2021.BMM4:118,Treg,2
Kfoury_2021.BMM4:124,Treg,2
Kfoury_2021.BMM4:139,Treg,2
Kfoury_2021.BMM4:163,Treg,2
Kfoury_2021.BMM4:164,Treg,0
Kfoury_2021.BMM4:171,Treg,2
Kfoury_2021.BMM4:178,Treg,2
Kfoury_2021.BMM4:191,Treg,2
Kfoury_2021.BMM4:235,Treg,2
Kfoury_2021.BMM4:241,Treg,2
Kfoury_2021.BMM4:249,Treg,2
Kfoury_2021.BMM4:255,Treg,2
Kfoury_2021.BMM4:268,Treg,2
Kfoury_2021.BMM4:386,Treg,2
Kfoury_2021.BMM4:389,Treg,2
Kfoury_2021.BMM4:392,Treg,2
Kfoury_2021.BMM4:395,Treg,2
Kfoury_2021.BMM4:436,Treg,2
Kfoury_2021.BMM4:508,Treg,0
Kfoury_2021.BMM4:548,Treg,0
Kfoury_2021.BMM4:558,Treg,2
Kfoury_2021.BMM4:582,Treg,2
Kfoury_2021.BMM4:671,Treg,2
Kfoury_2021.BMM4:685,Treg,2
Kfoury_2021.BMM4:754,Treg,0
Kfoury_2021.BMM4:758,Treg,2
Kfoury_2021.BMM4:767,Treg,2
Kfoury_2021.BMM4:779,Treg,2
Kfoury_2021.BMM4:785,Treg,2
Kfoury_2021.BMM4:800,Treg,2
Kfoury_2021.BMM4:806,Treg,2
Kfoury_2021.BMM4:846,Treg,2
Kfoury_2021.BMM4:862,Treg,2
Kfoury_2021.BMM4:884,Treg,0
Kfoury_2021.BMM4:899,Treg,2
Kfoury_2021.BMM4:903,Treg,2
Kfoury_2021.BMM4:946,Treg,2
Kfoury_2021.BMM4:949,Treg,0
Kfoury_2021.BMM4:971,Treg,2
Kfoury_2021.BMM4:1016,Treg,2
Kfoury_2021.BMM4:1033,Treg,2
Kfoury_2021.BMM4:1038,Treg,2
Kfoury_2021.BMM4:1048,Treg,2
Kfoury_2021.BMM4:1060,Treg,0
Kfoury_2021.BMM4:1071,Treg,2
Kfoury_2021.BMM4:1088,Treg,2
Kfoury_2021.BMM4:1097,Treg,2
Kfoury_2021.BMM4:1109,Treg,2
Kfoury_2021.BMM4:1136,Treg,0
Kfoury_2021.BMM4:1147,Treg,2
Kfoury_2021.BMM4:1166,Treg,2
Kfoury_2021.BMM4:1189,Treg,2
Kfoury_2021.BMM4:1239,Treg,2
Kfoury_2021.BMM4:1257,Treg,2
Kfoury_2021.BMM4:1295,Treg,0
Kfoury_2021.BMM4:1296,Treg,2
Kfoury_2021.BMM4:1300,Treg,2
Kfoury_2021.BMM4:1310,Treg,2
Kfoury_2021.BMM4:1346,Treg,2
Kfoury_2021.BMM4:1381,Treg,2
Kfoury_2021.BMM4:1382,Treg,2
Kfoury_2021.BMM4:1390,Treg,2
Kfoury_2021.BMM4:1402,Treg,2
Kfoury_2021.BMM4:1407,Treg,2
Kfoury_2021.BMM4:1448,Treg,2
Kfoury_2021.BMM8:24,Treg,2
Kfoury_2021.BMM8:263,Treg,4
Kfoury_2021.BMM8:299,Treg,2
Kfoury_2021.BMM8:327,Treg,2
Kfoury_2021.BMM8:339,Treg,2
Kfoury_2021.BMM8:350,Treg,2
Kfoury_2021.BMM8:351,Treg,2
Kfoury_2021.BMM8:428,Treg,2
Kfoury_2021.BMM8:692,Treg,0
Kfoury_2021.BMM8:750,Treg,2
Kfoury_2021.BMM8:789,Treg,2
Kfoury_2021.BMM8:805,Treg,2
Kfoury_2021.BMM8:813,Treg,2
Kfoury_2021.BMM8:891,Treg,2
Kfoury_2021.BMM8:936,Treg,2
Kfoury_2021.BMM8:1073,Treg,2
Kfoury_2021.BMM8:1077,Treg,2
Kfoury_2021.BMM8:1168,Treg,2
Kfoury_2021.BMM8:1279,Treg,2
Kfoury_2021.BMM8:1301,Treg,2
Kfoury_2021.BMM8:1373,Treg,2
Kfoury_2021.BMM8:1503,Treg,2
Kfoury_2021.BMM8:1511,Treg,2
Kfoury_2021.BMM8:1594,Treg,2
Kfoury_2021.BMM8:1818,Treg,2
Kfoury_2021.BMM8:1922,Treg,2
Kfoury_2021.BMM8:2014,Treg,0
Kfoury_2021.BMM8:2076,Treg,2
Kfoury_2021.BMM8:2092,Treg,2
Kfoury_2021.BMM8:2114,Treg,2
Kfoury_2021.BMM8:2126,Treg,2
Kfoury_2021.BMM3:21,Treg,2
Kfoury_2021.BMM3:208,Treg,2
Kfoury_2021.BMM3:298,Treg,2
Kfoury_2021.BMM3:346,Treg,2
Kfoury_2021.BMM3:450,Treg,2
Kfoury_2021.BMM3:480,Treg,2
Kfoury_2021.BMM3:531,Treg,2
Kfoury_2021.BMM3:602,Treg,2
Kfoury_2021.BMM3:607,Treg,2
Kfoury_2021.BMM3:657,Treg,2
Kfoury_2021.BMM3:698,Treg,2
Kfoury_2021.BMM3:727,Treg,2
Kfoury_2021.BMM3:729,Treg,2
Kfoury_2021.BMM3:735,Treg,2
Kfoury_2021.BMM3:748,Treg,4
Kfoury_2021.BMM3:750,Treg,2
Kfoury_2021.BMM3:753,Treg,0
Kfoury_2021.BMM3:788,Treg,2
Kfoury_2021.BMM3:790,Treg,2
Kfoury_2021.BMM3:798,Treg,0
Kfoury_2021.BMM3:858,Treg,2
Kfoury_2021.BMM3:861,Treg,2
Kfoury_2021.BMM3:877,Treg,2
Kfoury_2021.BMM3:908,Treg,2
Kfoury_2021.BMM3:981,Treg,2
Kfoury_2021.BMM3:1072,Treg,0
Kfoury_2021.BMM3:1085,Treg,2
Kfoury_2021.BMM3:1154,Treg,0
Kfoury_2021.BMM3:1176,Treg,2
Kfoury_2021.BMM3:1201,Treg,2
Kfoury_2021.BMM3:1230,Treg,2
Kfoury_2021.BMM3:1249,Treg,2
Kfoury_2021.BMM3:1259,Treg,2
Kfoury_2021.BMM3:1297,Treg,2
Kfoury_2021.BMM3:1307,Treg,2
Kfoury_2021.BMM3:1355,Treg,2
Kfoury_2021.BMM3:1374,Treg,2
Kfoury_2021.BMM3:1405,Treg,0
Kfoury_2021.BMM3:1412,Treg,2
Kfoury_2021.BMM3:1418,Treg,2
Kfoury_2021.BMM3:1421,Treg,2
Kfoury_2021.BMM3:1431,Treg,0
Kfoury_2021.BMM3:1441,Treg,2
Kfoury_2021.BMM3:1456,Treg,2
Kfoury_2021.BMM3:1484,Treg,2
Kfoury_2021.BMM3:1521,Treg,0
Kfoury_2021.BMM3:1534,Treg,2
Kfoury_2021.BMM3:1598,Treg,0
Kfoury_2021.BMM3:1641,Treg,2
Kfoury_2021.BMM3:1664,Treg,2
Kfoury_2021.BMM3:1673,Treg,2
Kfoury_2021.BMM3:1681,Treg,2
Kfoury_2021.BMM3:1692,Treg,2
Kfoury_2021.BMM3:1715,Treg,2
Kfoury_2021.BMM3:1721,Treg,2
Kfoury_2021.BMM3:1775,Treg,2
Kfoury_2021.BMM3:1779,Treg,2
Kfoury_2021.BMM3:1851,Treg,2
Kfoury_2021.BMM3:1866,Treg,2
Kfoury_2021.BMM3:1873,Treg,2
Kfoury_2021.BMM3:2034,Treg,2
Kfoury_2021.BMM3:2077,Treg,2
Kfoury_2021.BMM3:2103,Treg,2
Kfoury_2021.BMM3:2140,Treg,2
Kfoury_2021.BMM3:2164,Treg,2
Kfoury_2021.BMM3:2167,Treg,0
Kfoury_2021.BMM3:2178,Treg,2
Kfoury_2021.BMM3:2209,Treg,2
Kfoury_2021.BMM3:2221,Treg,0
Kfoury_2021.BMM3:2310,Treg,2
Kfoury_2021.BMM3:2312,Treg,2
Kfoury_2021.BMM3:2329,Treg,2
Kfoury_2021.BMM3:2333,Treg,2
Kfoury_2021.BMM3:2345,Treg,0
Kfoury_2021.BMM3:2350,Treg,0
Kfoury_2021.BMM3:2359,Treg,2
Kfoury_2021.BMM3:2386,Treg,0
Kfoury_2021.BMM3:2397,Treg,2
Kfoury_2021.BMM3:2410,Treg,2
Kfoury_2021.BMM3:2455,Treg,2
Kfoury_2021.BMM3:2466,Treg,2
Kfoury_2021.BMM3:2467,Treg,2
Kfoury_2021.BMM3:2545,Treg,2
Kfoury_2021.BMM3:2572,Treg,2
Kfoury_2021.BMM3:2574,Treg,2
Kfoury_2021.BMM3:2611,Treg,2
Kfoury_2021.BMM3:2617,Treg,2
Kfoury_2021.BMM3:2622,Treg,2
Kfoury_2021.BMM3:2676,Treg,2
Kfoury_2021.BMM3:2686,Treg,2
Kfoury_2021.BMM3:2700,Treg,0
Kfoury_2021.BMM3:2790,Treg,2
Kfoury_2021.BMM3:2863,Treg,0
Kfoury_2021.BMM3:2866,Treg,2
Kfoury_2021.BMM3:2871,Treg,2
Kfoury_2021.BMM3:2920,Treg,2
Kfoury_2021.BMM3:2941,Treg,0
Kfoury_2021.BMM3:3078,Treg,2
Kfoury_2021.BMM3:3116,Treg,2
Kfoury_2021.BMM3:3143,Treg,2
Kfoury_2021.BMM3:3145,Treg,2
Kfoury_2021.BMM3:3146,Treg,2
Kfoury_2021.BMM3:3218,Treg,0
Kfoury_2021.BMM3:3325,Treg,2
Kfoury_2021.BMM3:3328,Treg,2
Kfoury_2021.BMM3:3333,Treg,0
Kfoury_2021.BMM3:3363,Treg,2
Kfoury_2021.BMM3:3371,Treg,2
Kfoury_2021.BMM3:3372,Treg,2
Kfoury_2021.BMM3:3376,Treg,0
Kfoury_2021.BMM3:3408,Treg,0
Kfoury_2021.BMM3:3420,Treg,2
Kfoury_2021.BMM3:3433,Treg,2
Kfoury_2021.BMM3:3500,Treg,2
Kfoury_2021.BMM3:3508,Treg,2
Kfoury_2021.BMM3:3565,Treg,2
Kfoury_2021.BMM3:3690,Treg,2
Kfoury_2021.BMM3:3700,Treg,2
Kfoury_2021.BMM3:3830,Treg,2
Kfoury_2021.BMM3:3841,Treg,2
Kfoury_2021.BMM3:3884,Treg,0
Kfoury_2021.BMM3:3889,Treg,2
Kfoury_2021.BMM9:31,Treg,2
Kfoury_2021.BMM9:110,Treg,0
Kfoury_2021.BMM9:113,Treg,2
Kfoury_2021.BMM9:156,Treg,0
Kfoury_2021.BMM9:178,Treg,0
Kfoury_2021.BMM9:208,Treg,2
Kfoury_2021.BMM9:277,Treg,0
Kfoury_2021.BMM9:307,Treg,2
Kfoury_2021.BMM9:308,Treg,2
Kfoury_2021.BMM9:316,Treg,0
Kfoury_2021.BMM9:342,Treg,0
Kfoury_2021.BMM9:471,Treg,0
Kfoury_2021.BMM9:507,Treg,0
Kfoury_2021.BMM9:512,Treg,0
Kfoury_2021.BMM9:598,Treg,0
Kfoury_2021.BMM9:628,Treg,2
Kfoury_2021.BMM9:660,Treg,0
Kfoury_2021.BMM9:686,Treg,2
Kfoury_2021.BMM9:708,Treg,0
Kfoury_2021.BMM9:716,Treg,2
Kfoury_2021.BMM9:746,Treg,0
Kfoury_2021.BMM9:747,Treg,0
Kfoury_2021.BMM9:781,Treg,2
Kfoury_2021.BMM9:853,Treg,2
Kfoury_2021.BMM9:868,Treg,0
Kfoury_2021.BMM9:902,Treg,2
Kfoury_2021.BMM9:904,Treg,2
Kfoury_2021.BMM9:942,Treg,0
Kfoury_2021.BMM9:953,Treg,0
Kfoury_2021.BMM9:966,Treg,0
Kfoury_2021.BMM9:977,Treg,0
Kfoury_2021.BMM9:1009,Treg,0
Kfoury_2021.BMM9:1022,Treg,0
Kfoury_2021.BMM9:1071,Treg,2
Kfoury_2021.BMM9:1087,Treg,0
Kfoury_2021.BMM9:1156,Treg,2
Kfoury_2021.BMM9:1160,Treg,0
Kfoury_2021.BMM9:1175,Treg,0
Kfoury_2021.BMM9:1217,Treg,2
Kfoury_2021.BMM9:1221,Treg,0
Kfoury_2021.BMM9:1256,Treg,2
Kfoury_2021.BMM9:1279,Treg,2
Kfoury_2021.BMM9:1285,Treg,0
Kfoury_2021.BMM9:1289,Treg,2
Kfoury_2021.BMM9:1314,Treg,2
Kfoury_2021.BMM9:1366,Treg,2
Kfoury_2021.BMM9:1372,Treg,2
Kfoury_2021.BMM9:1453,Treg,2
Kfoury_2021.BMM9:1492,Treg,2
Kfoury_2021.BMM9:1494,Treg,0
Kfoury_2021.BMM9:1497,Treg,0
Kfoury_2021.BMM9:1518,Treg,2
Kfoury_2021.BMM9:1547,Treg,0
Kfoury_2021.BMM9:1556,Treg,2
Kfoury_2021.BMM9:1566,Treg,0
Kfoury_2021.BMM9:1617,Treg,2
Kfoury_2021.BMM9:1640,Treg,2
Kfoury_2021.BMM9:1745,Treg,0
Kfoury_2021.BMM9:1827,Treg,0
Kfoury_2021.BMM9:1834,Treg,2
Kfoury_2021.BMM9:1884,Treg,0
Kfoury_2021.BMM9:1890,Treg,2
Kfoury_2021.BMM9:1893,Treg,0
Kfoury_2021.BMM9:1907,Treg,0
Kfoury_2021.BMM9:1934,Treg,2
Kfoury_2021.BMM9:1943,Treg,2
Kfoury_2021.BMM9:1995,Treg,0
Kfoury_2021.BMM9:2051,Treg,0
Kfoury_2021.BMM9:2061,Treg,2
Kfoury_2021.BMM9:2099,Treg,2
Kfoury_2021.BMM9:2177,Treg,0
Kfoury_2021.BMM9:2179,Treg,2
Kfoury_2021.BMM9:2198,Treg,0
Kfoury_2021.BMM9:2211,Treg,0
Kfoury_2021.BMM9:2237,Treg,0
Kfoury_2021.BMM9:2270,Treg,0
Kfoury_2021.BMM9:2312,Treg,2
Kfoury_2021.BMM9:2318,Treg,0
Kfoury_2021.BMM9:2349,Treg,2
Kfoury_2021.BMM5:11,Treg,2
Kfoury_2021.BMM5:46,Treg,0
Kfoury_2021.BMM5:80,Treg,0
Kfoury_2021.BMM5:119,Treg,2
Kfoury_2021.BMM5:236,Treg,2
Kfoury_2021.BMM5:258,Treg,2
Kfoury_2021.BMM5:321,Treg,2
Kfoury_2021.BMM5:339,Treg,2
Kfoury_2021.BMM5:378,Treg,2
Kfoury_2021.BMM5:382,Treg,2
Kfoury_2021.BMM5:383,Treg,0
Kfoury_2021.BMM5:476,Treg,0
Kfoury_2021.BMM5:485,Treg,0
Kfoury_2021.BMM5:579,Treg,0
Kfoury_2021.BMM5:639,Treg,2
Kfoury_2021.BMM5:674,Treg,2
Kfoury_2021.BMM5:728,Treg,0
Kfoury_2021.BMM5:756,Treg,0
Kfoury_2021.BMM5:888,Treg,0
Kfoury_2021.BMM5:913,Treg,0
Kfoury_2021.BMM5:916,Treg,0
Kfoury_2021.BMM5:919,Treg,2
Kfoury_2021.BMM5:924,Treg,2
Kfoury_2021.BMM5:928,Treg,2
Kfoury_2021.BMM5:948,Treg,2
Kfoury_2021.BMM5:963,Treg,2
Kfoury_2021.BMM5:971,Treg,2
Kfoury_2021.BMM5:1012,Treg,2
Kfoury_2021.BMM5:1038,Treg,2
Kfoury_2021.BMM5:1057,Treg,0
Kfoury_2021.BMM5:1088,Treg,0
Kfoury_2021.BMM5:1106,Treg,2
Kfoury_2021.BMM5:1141,Treg,0
Kfoury_2021.BMM5:1170,Treg,0
Kfoury_2021.BMM5:1172,Treg,2
Kfoury_2021.BMM5:1175,Treg,2
Kfoury_2021.BMM5:1279,Treg,2
Kfoury_2021.BMM5:1288,Treg,0
Kfoury_2021.BMM5:1348,Treg,2
Kfoury_2021.BMM5:1379,Treg,2
Kfoury_2021.BMM5:1397,Treg,0
Kfoury_2021.BMM5:1464,Treg,2
Kfoury_2021.BMM5:1502,Treg,2
Kfoury_2021.BMM5:1520,Treg,2
Kfoury_2021.BMM5:1531,Treg,2
Kfoury_2021.BMM5:1536,Treg,2
Kfoury_2021.BMM5:1567,Treg,0
Kfoury_2021.BMM5:1604,Treg,0
Kfoury_2021.BMM5:1661,Treg,2
Kfoury_2021.BMM5:1728,Treg,0
Kfoury_2021.BMM5:1731,Treg,0
Kfoury_2021.BMM5:1779,Treg,0
Kfoury_2021.BMM5:1798,Treg,2
Kfoury_2021.BMM5:1809,Treg,2
Kfoury_2021.BMM5:1827,Treg,2
Kfoury_2021.BMM5:1847,Treg,2
Kfoury_2021.BMM5:1965,Treg,2
Kfoury_2021.BMM5:1970,Treg,0
Kfoury_2021.BMM5:2013,Treg,0
Kfoury_2021.BMM5:2111,Treg,2
Kfoury_2021.BMM5:2135,Treg,0
Kfoury_2021.BMM5:2159,Treg,0
Kfoury_2021.BMM5:2171,Treg,2
Kfoury_2021.BMM5:2184,Treg,2
Kfoury_2021.BMM5:2226,Treg,2
Kfoury_2021.BMM5:2283,Treg,2
Kfoury_2021.BMM5:2320,Treg,2
Kfoury_2021.BMM5:2372,Treg,2
Kfoury_2021.BMM5:2594,Treg,2
Kfoury_2021.BMM5:2606,Treg,0
Kfoury_2021.BMM5:2665,Treg,2
Kfoury_2021.BMM5:2774,Treg,0
Kfoury_2021.BMM5:2790,Treg,2
Kfoury_2021.BMM5:2804,Treg,0
Kfoury_2021.BMM5:2857,Treg,0
Kfoury_2021.BMM5:2895,Treg,0
Kfoury_2021.BMM5:2922,Treg,0
Kfoury_2021.BMM5:2936,Treg,0
Kfoury_2021.BMM5:2975,Treg,2
Kfoury_2021.BMM5:2978,Treg,0
Kfoury_2021.BMM5:2994,Treg,0
Kfoury_2021.BMM5:3020,Treg,0
Kfoury_2021.BMM5:3031,Treg,0
Kfoury_2021.BMM5:3045,Treg,0
Kfoury_2021.BMM6:17,Treg,2
Kfoury_2021.BMM6:18,Treg,2
Kfoury_2021.BMM6:52,Treg,2
Kfoury_2021.BMM6:62,Treg,2
Kfoury_2021.BMM6:89,Treg,2
Kfoury_2021.BMM6:133,Treg,2
Kfoury_2021.BMM6:148,Treg,2
Kfoury_2021.BMM6:154,Treg,2
Kfoury_2021.BMM6:200,Treg,0
Kfoury_2021.BMM6:237,Treg,2
Kfoury_2021.BMM6:279,Treg,2
Kfoury_2021.BMM6:324,Treg,2
Kfoury_2021.BMM6:335,Treg,0
Kfoury_2021.BMM6:378,Treg,0
Kfoury_2021.BMM6:406,Treg,2
Kfoury_2021.BMM6:420,Treg,2
Kfoury_2021.BMM6:434,Treg,2
Kfoury_2021.BMM6:660,Treg,2
Kfoury_2021.BMM6:691,Treg,2
Kfoury_2021.BMM6:725,Treg,2
Kfoury_2021.BMM6:737,Treg,2
Kfoury_2021.BMM6:741,Treg,2
Kfoury_2021.BMM6:810,Treg,2
Kfoury_2021.BMM6:830,Treg,2
Kfoury_2021.BMM6:883,Treg,2
Kfoury_2021.BMM6:913,Treg,2
Kfoury_2021.BMM6:925,Treg,0
Kfoury_2021.BMM6:945,Treg,2
Kfoury_2021.BMM6:968,Treg,2
Kfoury_2021.BMM6:970,Treg,0
Kfoury_2021.BMM6:993,Treg,2
Kfoury_2021.BMM6:1038,Treg,2
Kfoury_2021.BMM6:1057,Treg,2
Kfoury_2021.BMM6:1126,Treg,2
Kfoury_2021.BMM6:1177,Treg,2
Kfoury_2021.BMM6:1191,Treg,2
Kfoury_2021.BMM6:1208,Treg,2
Kfoury_2021.BMM6:1228,Treg,0
Kfoury_2021.BMM6:1253,Treg,2
Kfoury_2021.BMM6:1261,Treg,0
Kfoury_2021.BMM6:1310,Treg,2
Kfoury_2021.BMM6:1379,Treg,2
Kfoury_2021.BMM6:1434,Treg,2
Kfoury_2021.BMM6:1463,Treg,2
Kfoury_2021.BMM6:1541,Treg,2
Kfoury_2021.BMM6:1584,Treg,0
Kfoury_2021.BMM6:1615,Treg,2
Kfoury_2021.BMM6:1648,Treg,2
Kfoury_2021.BMM6:1672,Treg,0
Kfoury_2021.BMM6:1695,Treg,2
Kfoury_2021.BMM6:1724,Treg,2
Kfoury_2021.BMM6:1730,Treg,0
Kfoury_2021.BMM6:1812,Treg,0
Kfoury_2021.BMM6:1819,Treg,2
Kfoury_2021.BMM6:1904,Treg,2
Kfoury_2021.BMM6:1911,Treg,2
Kfoury_2021.BMM6:1969,Treg,2
Kfoury_2021.BMM6:2009,Treg,0
Kfoury_2021.BMM6:2010,Treg,2
Kfoury_2021.BMM6:2206,Treg,2
Kfoury_2021.BMM6:2271,Treg,2
Kfoury_2021.BMM6:2272,Treg,0
Kfoury_2021.BMM6:2323,Treg,2
Kfoury_2021.BMM6:2326,Treg,2
Kfoury_2021.BMM6:2342,Treg,2
Kfoury_2021.BMM6:2343,Treg,2
Kfoury_2021.BMM6:2344,Treg,2
Kfoury_2021.BMM6:2380,Treg,2
Kfoury_2021.BMM6:2424,Treg,0
Kfoury_2021.BMM6:2448,Treg,2
Kfoury_2021.BMM6:2452,Treg,0
Kfoury_2021.BMM6:2498,Treg,2
Kfoury_2021.BMM6:2676,Treg,0
Kfoury_2021.BMM6:2695,Treg,2
Kfoury_2021.BMM6:2737,Treg,2
Kfoury_2021.BMM6:2754,Treg,2
Kfoury_2021.BMM6:2769,Treg,2
Kfoury_2021.BMM6:2777,Treg,0
Kfoury_2021.BMM6:2820,Treg,2
Kfoury_2021.BMM6:2867,Treg,2
Kfoury_2021.BMM6:2936,Treg,2
Kfoury_2021.BMM6:3052,Treg,0
Kfoury_2021.BMM6:3116,Treg,2
Kfoury_2021.BMM6:3220,Treg,0
Kfoury_2021.BMM6:3241,Treg,0
Kfoury_2021.BMM6:3264,Treg,2
Kfoury_2021.BMM6:3360,Treg,0
Kfoury_2021.BMM6:3371,Treg,2
Kfoury_2021.BMM6:3402,Treg,2
Kfoury_2021.BMM6:3433,Treg,0
Kfoury_2021.BMM6:3454,Treg,2
Kfoury_2021.BMM6:3507,Treg,0
Kfoury_2021.BMM6:3530,Treg,2
Kfoury_2021.BMM6:3548,Treg,0
Kfoury_2021.BMM6:3651,Treg,0
Kfoury_2021.BMM6:3693,Treg,2
Kfoury_2021.BMM6:3821,Treg,0
Kfoury_2021.BMM6:3834,Treg,0
Kfoury_2021.BMM6:3843,Treg,2
Kfoury_2021.BMM6:3880,Treg,2
Kfoury_2021.BMM6:3883,Treg,2
Kfoury_2021.BMM6:3890,Treg,2
Kfoury_2021.BMM6:3896,Treg,2
Kfoury_2021.BMM6:3912,Treg,2
Kfoury_2021.BMM6:3934,Treg,0
Kfoury_2021.BMM2:19,Treg,2
Kfoury_2021.BMM2:41,Treg,2
Kfoury_2021.BMM2:74,Treg,2
Kfoury_2021.BMM2:85,Treg,2
Kfoury_2021.BMM2:94,Treg,2
Kfoury_2021.BMM2:124,Treg,0
Kfoury_2021.BMM2:150,Treg,2
Kfoury_2021.BMM2:178,Treg,2
Kfoury_2021.BMM2:186,Treg,0
Kfoury_2021.BMM2:214,Treg,2
Kfoury_2021.BMM2:252,Treg,0
Kfoury_2021.BMM2:312,Treg,0
Kfoury_2021.BMM2:340,Treg,0
Kfoury_2021.BMM2:346,Treg,0
Kfoury_2021.BMM2:350,Treg,0
Kfoury_2021.BMM2:361,Treg,2
Kfoury_2021.BMM2:378,Treg,2
Kfoury_2021.BMM2:383,Treg,0
Kfoury_2021.BMM2:385,Treg,2
Kfoury_2021.BMM2:428,Treg,0
Kfoury_2021.BMM2:487,Treg,2
Kfoury_2021.BMM2:513,Treg,0
Kfoury_2021.BMM2:520,Treg,2
Kfoury_2021.BMM2:538,Treg,2
Kfoury_2021.BMM2:551,Treg,2
Kfoury_2021.BMM2:595,Treg,2
Kfoury_2021.BMM2:611,Treg,2
Kfoury_2021.BMM2:614,Treg,0
Kfoury_2021.BMM2:642,Treg,2
